ID,Tamanho_bp,Descrição,Conteudo_GC
AF405341.1.973.undefined.Co-004.1467,1467,AF405341.1.973.undefined.Co-004.1467,49.74
AF405342.1.974.undefined.Co-005.1467,1467,AF405342.1.974.undefined.Co-005.1467,51.67
AF405343.1.975.undefined.Co-006.1467,1467,AF405343.1.975.undefined.Co-006.1467,51.74
AF405344.1.976.undefined.Co-007.1467,1467,AF405344.1.976.undefined.Co-007.1467,51.6
AF405345.1.977.undefined.Co-008.1467,1467,AF405345.1.977.undefined.Co-008.1467,51.43
AF405346.1.978.undefined.Co-009.1467,1467,AF405346.1.978.undefined.Co-009.1467,51.47
AF405347.1.979.undefined.Co-010.1467,1467,AF405347.1.979.undefined.Co-010.1467,51.36
AF405348.1.980.undefined.Co-011.1467,1467,AF405348.1.980.undefined.Co-011.1467,51.21
AF405349.1.981.undefined.Co-012.1467,1467,AF405349.1.981.undefined.Co-012.1467,51.32
AF412314.1.982.undefined.-.8962,8962,AF412314.1.982.undefined.-.8962,53.92
AF438752.1.983.undefined.case,936,AF438752.1.983.undefined.case 2.936,51.07
AF438753.1.984.undefined.case,936,AF438753.1.984.undefined.case 1.936,50.96
AF438754.1.985.undefined.case,936,AF438754.1.985.undefined.case 4.936,50.96
AF438755.1.986.undefined.case,936,AF438755.1.986.undefined.case 5.936,51.07
AF438756.1.987.undefined.case,936,AF438756.1.987.undefined.case 6.936,51.18
AF438757.1.988.undefined.case,936,AF438757.1.988.undefined.case 8.936,51.28
AF438758.1.989.undefined.case,936,AF438758.1.989.undefined.case 9.936,51.07
AF438759.1.990.undefined.case,936,AF438759.1.990.undefined.case 10.936,51.18
AF438760.1.991.undefined.case,936,AF438760.1.991.undefined.case 11.936,51.07
AF438761.1.992.undefined.case,936,AF438761.1.992.undefined.case 3.936,51.07
AF438762.1.993.undefined.case,936,AF438762.1.993.undefined.case 7.936,51.18
AF438763.1.994.undefined.case,936,AF438763.1.994.undefined.case 12.936,51.07
AF438764.1.995.undefined.case,936,AF438764.1.995.undefined.case 13.963,50.96
AF438765.1.996.undefined.case,501,AF438765.1.996.undefined.case 2.501,57.49
AF438766.1.997.undefined.case,501,AF438766.1.997.undefined.case 3.501,58.48
AF485380.1.998.undefined.-.1045,1045,AF485380.1.998.undefined.-.1045,53.59
AF485381.1.999.undefined.-.1038,1038,AF485381.1.999.undefined.-.1038,53.47
AF485382.1.1000.undefined.From,608,AF485382.1.1000.undefined.From patient 2.608,59.38
AF485383.1.1001.undefined.From,598,AF485383.1.1001.undefined.From patient 3.598,59.7
AF515451.1.1002.undefined.-.374,374,AF515451.1.1002.undefined.-.374,59.09
AF520453.1.1003.undefined.BA1239100.478,478,AF520453.1.1003.undefined.BA1239100.478,54.6
AF520454.1.1004.undefined.BA1978.479,479,AF520454.1.1004.undefined.BA1978.479,54.49
AF520455.1.1005.undefined.BA2031.479,479,AF520455.1.1005.undefined.BA2031.479,54.91
AF520456.1.1006.undefined.BA2127.478,478,AF520456.1.1006.undefined.BA2127.478,54.39
AF520457.1.1007.undefined.BA2326.480,480,AF520457.1.1007.undefined.BA2326.480,55.0
AF520458.1.1008.undefined.BA2497.480,480,AF520458.1.1008.undefined.BA2497.480,54.58
AF520459.1.1009.undefined.BA2567.479,479,AF520459.1.1009.undefined.BA2567.479,54.91
AF520460.1.1010.undefined.BA2746.479,479,AF520460.1.1010.undefined.BA2746.479,54.91
AF520461.1.1011.undefined.BA2781.480,480,AF520461.1.1011.undefined.BA2781.480,54.17
AF520462.1.1012.undefined.BA2960.479,479,AF520462.1.1012.undefined.BA2960.479,55.11
AF520463.1.1013.undefined.BA2993.480,480,AF520463.1.1013.undefined.BA2993.480,54.17
AF520464.1.1014.undefined.BA3076200.480,480,AF520464.1.1014.undefined.BA3076200.480,54.58
AF520465.1.1015.undefined.BA3229.479,479,AF520465.1.1015.undefined.BA3229.479,54.91
AF520466.1.1016.undefined.BA3451200.479,479,AF520466.1.1016.undefined.BA3451200.479,54.7
AF520467.1.1017.undefined.BA3525.479,479,AF520467.1.1017.undefined.BA3525.479,54.91
AF520468.1.1018.undefined.BA3565.479,479,AF520468.1.1018.undefined.BA3565.479,54.7
AF520469.1.1019.undefined.BA3604.479,479,AF520469.1.1019.undefined.BA3604.479,55.11
AF520470.1.1020.undefined.BA4971900.480,480,AF520470.1.1020.undefined.BA4971900.480,54.37
AF520471.1.1021.undefined.BA2871.401,401,AF520471.1.1021.undefined.BA2871.401,57.11
AF523269.1.1022.undefined.-.481,481,AF523269.1.1022.undefined.-.481,54.05
AF523270.1.1023.undefined.-.481,481,AF523270.1.1023.undefined.-.481,54.05
AF523271.1.1024.undefined.-.481,481,AF523271.1.1024.undefined.-.481,53.85
AF523272.1.1025.undefined.-.479,479,AF523272.1.1025.undefined.-.479,54.49
AF523273.1.1026.undefined.-.480,480,AF523273.1.1026.undefined.-.480,54.17
AF526264.1.1027.undefined.-.479,479,AF526264.1.1027.undefined.-.479,54.91
AF529955.1.1028.undefined.GM599.734,734,AF529955.1.1028.undefined.GM599.734,57.22
AF529956.1.1029.undefined.GM778.741,741,AF529956.1.1029.undefined.GM778.741,57.76
AF529957.1.1030.undefined.GP2.740,740,AF529957.1.1030.undefined.GP2.740,56.76
AF529958.1.1031.undefined.GP219.748,748,AF529958.1.1031.undefined.GP219.748,57.09
AF529959.1.1032.undefined.GP27.740,740,AF529959.1.1032.undefined.GP27.740,56.49
AF529960.1.1033.undefined.GP299.750,750,AF529960.1.1033.undefined.GP299.750,57.07
AF529961.1.1034.undefined.GP35.750,750,AF529961.1.1034.undefined.GP35.750,56.93
AF529962.1.1035.undefined.,730,AF529962.1.1035.undefined. GT551.730,57.12
AF529963.1.1036.undefined.GT895.749,749,AF529963.1.1036.undefined.GT895.749,57.28
AF529964.1.1037.undefined.GM599.353,353,AF529964.1.1037.undefined.GM599.353,48.16
AF529965.1.1038.undefined.GM778.544,544,AF529965.1.1038.undefined.GM778.544,53.12
AF529966.1.1039.undefined.GP2.950,950,AF529966.1.1039.undefined.GP2.950,52.11
AF529967.1.1040.undefined.GP219.955,955,AF529967.1.1040.undefined.GP219.955,51.62
AF529968.1.1041.undefined.GP27.559,559,AF529968.1.1041.undefined.GP27.559,53.05
AF529969.1.1042.undefined.GP299.970,970,AF529969.1.1042.undefined.GP299.970,51.44
AF529970.1.1043.undefined.GP35.952,952,AF529970.1.1043.undefined.GP35.952,51.68
AF529971.1.1044.undefined.GT551.554,554,AF529971.1.1044.undefined.GT551.554,52.72
AH002350.2.1045.undefined.-.2575,2575,AH002350.2.1045.undefined.-.2575,51.43
AH002351.2.1046.undefined.-.1668,1668,AH002351.2.1046.undefined.-.1668,57.97
AH002371.1.1047.undefined.-.955,955,AH002371.1.1047.undefined.-.955,54.97
AH002371.2.1048.undefined.-.1055,1055,AH002371.2.1048.undefined.-.1055,54.97
AH002564.2.1049.undefined.-.1062,1062,AH002564.2.1049.undefined.-.1062,56.73
AH002797.2.1050.undefined.-.947,947,AH002797.2.1050.undefined.-.947,51.24
AH002798.2.1051.undefined.-.947,947,AH002798.2.1051.undefined.-.947,51.59
AH002799.2.1052.undefined.-.947,947,AH002799.2.1052.undefined.-.947,51.48
AH002800.2.1053.undefined.-.947,947,AH002800.2.1053.undefined.-.947,52.18
AH002801.2.1054.undefined.-.799,799,AH002801.2.1054.undefined.-.799,51.93
AH002802.2.1055.undefined.-.799,799,AH002802.2.1055.undefined.-.799,51.79
AH002803.2.1056.undefined.-.947,947,AH002803.2.1056.undefined.-.947,51.59
AH002804.2.1057.undefined.-.947,947,AH002804.2.1057.undefined.-.947,51.59
AH002805.2.1058.undefined.-.947,947,AH002805.2.1058.undefined.-.947,51.24
AH004457.1.1059.undefined.CMCH,1149,AH004457.1.1059.undefined.CMCH 1.1149,52.74
AH004768.1.1060.undefined.A146.629,629,AH004768.1.1060.undefined.A146.629,57.87
AH004834.1.1061.undefined.-.485,485,AH004834.1.1061.undefined.-.485,50.93
AH004834.2.1062.undefined.-.585,585,AH004834.2.1062.undefined.-.585,50.93
AH007824.1.1063.undefined.pt450.1590,1590,AH007824.1.1063.undefined.pt450.1590,52.39
AH007824.2.1064.undefined.-.1690,1690,AH007824.2.1064.undefined.-.1690,52.39
AH007825.2.1065.undefined.-.1742,1742,AH007825.2.1065.undefined.-.1742,54.47
AX935532.1.1066.undefined.-.153,153,AX935532.1.1066.undefined.-.153,48.37
AX935534.1.1067.undefined.-.153,153,AX935534.1.1067.undefined.-.153,49.02
AX935536.1.1068.undefined.-.153,153,AX935536.1.1068.undefined.-.153,47.71
AX935538.1.1069.undefined.-.153,153,AX935538.1.1069.undefined.-.153,49.02
AX935540.1.1070.undefined.-.171,171,AX935540.1.1070.undefined.-.171,49.12
AX935542.1.1071.undefined.-.153,153,AX935542.1.1071.undefined.-.153,51.63
AX935544.1.1072.undefined.-.924,924,AX935544.1.1072.undefined.-.924,50.65
AX935546.1.1073.undefined.-.912,912,AX935546.1.1073.undefined.-.912,52.3
AY026842.1.1074.undefined.PAN-623.759,759,AY026842.1.1074.undefined.PAN-623.759,56.92
AY026843.1.1075.undefined.PAN-622.757,757,AY026843.1.1075.undefined.PAN-622.757,57.2
AY026844.1.1076.undefined.PAN-614.759,759,AY026844.1.1076.undefined.PAN-614.759,57.18
AY026845.1.1077.undefined.CMI-MIT.747,747,AY026845.1.1077.undefined.CMI-MIT.747,57.16
AY026846.1.1078.undefined.CAE-AGM535.754,754,AY026846.1.1078.undefined.CAE-AGM535.754,58.22
AY026847.1.1079.undefined.CAE-AGM511.754,754,AY026847.1.1079.undefined.CAE-AGM511.754,58.22
AY026848.1.1080.undefined.CAE-AGM03.754,754,AY026848.1.1080.undefined.CAE-AGM03.754,58.22
AY026849.1.1081.undefined.CAE-97024.754,754,AY026849.1.1081.undefined.CAE-97024.754,56.9
AY026850.1.1082.undefined.CAE-97022.754,754,AY026850.1.1082.undefined.CAE-97022.754,57.16
AY026851.1.1083.undefined.CAE-89032.754,754,AY026851.1.1083.undefined.CAE-89032.754,56.76
AY026852.1.1084.undefined.CAE-1301.755,755,AY026852.1.1084.undefined.CAE-1301.755,56.42
AY026853.1.1085.undefined.CMO-1401.756,756,AY026853.1.1085.undefined.CMO-1401.756,56.61
AY026854.1.1086.undefined.CNI-1001.755,755,AY026854.1.1086.undefined.CNI-1001.755,56.42
AY026855.1.1087.undefined.CTO-601.755,755,AY026855.1.1087.undefined.CTO-601.755,56.69
AY026856.1.1088.undefined.ANG-WIS.756,756,AY026856.1.1088.undefined.ANG-WIS.756,56.75
AY026857.1.1089.undefined.,755,AY026857.1.1089.undefined. ANG-VEN .755,56.29
AY026858.1.1090.undefined.ANG-MER.756,756,AY026858.1.1090.undefined.ANG-MER.756,56.75
AY034063.1.1091.undefined.RKI8-del1.564,564,AY034063.1.1091.undefined.RKI8-del1.564,56.03
AY034064.1.1092.undefined.RKI8-del2.584,584,AY034064.1.1092.undefined.RKI8-del2.584,52.05
AY034065.1.1093.undefined.RKI8-del3.706,706,AY034065.1.1093.undefined.RKI8-del3.706,53.54
AY034066.1.1094.undefined.-.832,832,AY034066.1.1094.undefined.-.832,54.57
AY035392.1.1095.undefined.MFR-Israel.778,778,AY035392.1.1095.undefined.MFR-Israel.778,56.17
AY040786.1.1096.undefined.-.695,695,AY040786.1.1096.undefined.-.695,58.99
AY040787.1.1097.undefined.-.695,695,AY040787.1.1097.undefined.-.695,58.85
AY040788.1.1098.undefined.-.693,693,AY040788.1.1098.undefined.-.693,58.44
AY040789.1.1099.undefined.-.693,693,AY040789.1.1099.undefined.-.693,58.73
AY040790.1.1100.undefined.-.693,693,AY040790.1.1100.undefined.-.693,58.87
AY040791.1.1101.undefined.-.693,693,AY040791.1.1101.undefined.-.693,58.44
AY040792.1.1102.undefined.-.694,694,AY040792.1.1102.undefined.-.694,58.5
AY040793.1.1103.undefined.-.695,695,AY040793.1.1103.undefined.-.695,58.85
AY040794.1.1104.undefined.-.693,693,AY040794.1.1104.undefined.-.693,59.02
AY040795.1.1105.undefined.-.693,693,AY040795.1.1105.undefined.-.693,58.87
AY040796.1.1106.undefined.-.693,693,AY040796.1.1106.undefined.-.693,58.73
AY124592.1.1107.undefined.-.479,479,AY124592.1.1107.undefined.-.479,54.91
AY124593.1.1108.undefined.-.479,479,AY124593.1.1108.undefined.-.479,54.91
AY124594.1.1109.undefined.-.479,479,AY124594.1.1109.undefined.-.479,54.91
AY124595.1.1110.undefined.-.479,479,AY124595.1.1110.undefined.-.479,54.49
AY124596.1.1111.undefined.-.480,480,AY124596.1.1111.undefined.-.480,53.96
AY124597.1.1112.undefined.-.479,479,AY124597.1.1112.undefined.-.479,55.11
AY124598.1.1113.undefined.-.479,479,AY124598.1.1113.undefined.-.479,54.91
AY124599.1.1114.undefined.-.481,481,AY124599.1.1114.undefined.-.481,54.05
AY124600.1.1115.undefined.-.479,479,AY124600.1.1115.undefined.-.479,54.91
AY124601.1.1116.undefined.-.480,480,AY124601.1.1116.undefined.-.480,54.17
AY124602.1.1117.undefined.-.479,479,AY124602.1.1117.undefined.-.479,54.7
AY124603.1.1118.undefined.-.480,480,AY124603.1.1118.undefined.-.480,54.17
AY124604.1.1119.undefined.-.480,480,AY124604.1.1119.undefined.-.480,54.17
AY124605.1.1120.undefined.-.479,479,AY124605.1.1120.undefined.-.479,54.91
AY124606.1.1121.undefined.-.480,480,AY124606.1.1121.undefined.-.480,54.37
AY124607.1.1122.undefined.-.480,480,AY124607.1.1122.undefined.-.480,55.0
AY124608.1.1123.undefined.-.479,479,AY124608.1.1123.undefined.-.479,54.7
AY124609.1.1124.undefined.-.479,479,AY124609.1.1124.undefined.-.479,54.7
AY124610.1.1125.undefined.-.480,480,AY124610.1.1125.undefined.-.480,54.17
AY124611.1.1126.undefined.-.471,471,AY124611.1.1126.undefined.-.471,54.35
AY124612.1.1127.undefined.-.479,479,AY124612.1.1127.undefined.-.479,54.91
AY124613.1.1128.undefined.-.479,479,AY124613.1.1128.undefined.-.479,54.91
AY124614.1.1129.undefined.-.479,479,AY124614.1.1129.undefined.-.479,54.7
AY124615.1.1130.undefined.-.480,480,AY124615.1.1130.undefined.-.480,54.17
AY124616.1.1131.undefined.-.481,481,AY124616.1.1131.undefined.-.481,54.26
AY124617.1.1132.undefined.-.478,478,AY124617.1.1132.undefined.-.478,54.6
AY124618.1.1133.undefined.-.479,479,AY124618.1.1133.undefined.-.479,55.32
AY124619.1.1134.undefined.-.480,480,AY124619.1.1134.undefined.-.480,54.17
AY124620.1.1135.undefined.-.479,479,AY124620.1.1135.undefined.-.479,54.91
AY124621.1.1136.undefined.-.480,480,AY124621.1.1136.undefined.-.480,54.37
AY124622.1.1137.undefined.-.480,480,AY124622.1.1137.undefined.-.480,54.17
AY124623.1.1138.undefined.-.479,479,AY124623.1.1138.undefined.-.479,54.91
AY124624.1.1139.undefined.-.480,480,AY124624.1.1139.undefined.-.480,54.79
AY124625.1.1140.undefined.-.479,479,AY124625.1.1140.undefined.-.479,54.28
AY124626.1.1141.undefined.-.479,479,AY124626.1.1141.undefined.-.479,54.91
AY124627.1.1142.undefined.-.480,480,AY124627.1.1142.undefined.-.480,55.0
AY124628.1.1143.undefined.-.480,480,AY124628.1.1143.undefined.-.480,54.79
AY124629.1.1144.undefined.-.473,473,AY124629.1.1144.undefined.-.473,55.39
AY124630.1.1145.undefined.-.472,472,AY124630.1.1145.undefined.-.472,55.08
AY124631.1.1146.undefined.-.478,478,AY124631.1.1146.undefined.-.478,54.18
AY124632.1.1147.undefined.-.478,478,AY124632.1.1147.undefined.-.478,54.6
AY124633.1.1148.undefined.-.479,479,AY124633.1.1148.undefined.-.479,54.7
AY124634.1.1149.undefined.-.481,481,AY124634.1.1149.undefined.-.481,54.26
AY124635.1.1150.undefined.-.479,479,AY124635.1.1150.undefined.-.479,54.07
AY124636.1.1151.undefined.-.479,479,AY124636.1.1151.undefined.-.479,54.49
AY124637.1.1152.undefined.-.479,479,AY124637.1.1152.undefined.-.479,54.7
AY124638.1.1153.undefined.-.479,479,AY124638.1.1153.undefined.-.479,55.11
AY124639.1.1154.undefined.-.479,479,AY124639.1.1154.undefined.-.479,54.28
AY124640.1.1155.undefined.-.479,479,AY124640.1.1155.undefined.-.479,55.11
AY124641.1.1156.undefined.-.479,479,AY124641.1.1156.undefined.-.479,55.11
AY124642.1.1157.undefined.-.479,479,AY124642.1.1157.undefined.-.479,55.11
AY124643.1.1158.undefined.-.480,480,AY124643.1.1158.undefined.-.480,54.17
AY124644.1.1159.undefined.-.480,480,AY124644.1.1159.undefined.-.480,54.17
AY124645.1.1160.undefined.-.479,479,AY124645.1.1160.undefined.-.479,55.11
AY124646.1.1161.undefined.-.480,480,AY124646.1.1161.undefined.-.480,55.0
AY124647.1.1162.undefined.-.481,481,AY124647.1.1162.undefined.-.481,54.89
AY125467.1.1163.undefined.-.479,479,AY125467.1.1163.undefined.-.479,54.91
AY183907.1.1164.undefined.ES02-ECM.536,536,AY183907.1.1164.undefined.ES02-ECM.536,58.96
AY183908.1.1165.undefined.ES02-JCP.563,563,AY183908.1.1165.undefined.ES02-JCP.563,59.5
AY223517.1.1166.undefined.-.744,744,AY223517.1.1166.undefined.-.744,58.74
AY269827.1.1167.undefined.108-Col,624,AY269827.1.1167.undefined.108-Col .624,57.21
AY269828.1.1168.undefined.220-Col.624,624,AY269828.1.1168.undefined.220-Col.624,57.21
AY269829.1.1169.undefined.233-Col.624,624,AY269829.1.1169.undefined.233-Col.624,57.21
AY269830.1.1170.undefined.272-Col.624,617,AY269830.1.1170.undefined.272-Col.624,57.86
AY269831.1.1171.undefined.962-Col.617,617,AY269831.1.1171.undefined.962-Col.617,58.02
AY269832.1.1172.undefined.2189-Col.616,616,AY269832.1.1172.undefined.2189-Col.616,57.47
AY269833.1.1173.undefined.3139-Col.617,617,AY269833.1.1173.undefined.3139-Col.617,57.7
AY269834.1,616,AY269834.1 .1174.undefined.3HU-Col.616,57.47
AY269835.1.1175.undefined.5HU-Col.617,617,AY269835.1.1175.undefined.5HU-Col.617,58.02
AY269836.1.1176.undefined.9HU-Col.624,624,AY269836.1.1176.undefined.9HU-Col.624,57.21
AY269837.1.1177.undefined.6.1.325,325,AY269837.1.1177.undefined.6.1.325,46.15
AY269838.1.1178.undefined.6.2.311,311,AY269838.1.1178.undefined.6.2.311,44.37
AY269839.1.1179.undefined.144.328,328,AY269839.1.1179.undefined.144.328,46.04
AY269840.1.1180.undefined.220.318,318,AY269840.1.1180.undefined.220.318,44.62
AY269841.1.1181.undefined.322.313,313,AY269841.1.1181.undefined.322.313,44.73
AY269842.1.1182.undefined.962.331,331,AY269842.1.1182.undefined.962.331,47.13
AY324777.1.1183.undefined.-.753,753,AY324777.1.1183.undefined.-.753,57.77
AY324778.1.1184.undefined.-.756,756,AY324778.1.1184.undefined.-.756,58.33
AY324779.1.1185.undefined.-.756,756,AY324779.1.1185.undefined.-.756,58.47
AY324780.1.1186.undefined.-.756,756,AY324780.1.1186.undefined.-.756,58.47
AY324781.1.1187.undefined.-.756,756,AY324781.1.1187.undefined.-.756,58.33
AY324782.1.1188.undefined.-.756,756,AY324782.1.1188.undefined.-.756,57.67
AY324783.1.1189.undefined.-.756,756,AY324783.1.1189.undefined.-.756,58.47
AY324784.1.1190.undefined.-.756,756,AY324784.1.1190.undefined.-.756,58.73
AY324785.1.1191.undefined.-.757,757,AY324785.1.1191.undefined.-.757,57.2
AY324786.1.1192.undefined.-.756,756,AY324786.1.1192.undefined.-.756,58.47
AY324787.1.1193.undefined.-.756,756,AY324787.1.1193.undefined.-.756,58.47
AY324788.1.1194.undefined.-.748,748,AY324788.1.1194.undefined.-.748,57.35
AY324789.1.1195.undefined.-.522,522,AY324789.1.1195.undefined.-.522,52.49
AY324790.1.1196.undefined.-.522,522,AY324790.1.1196.undefined.-.522,52.3
AY324791.1.1197.undefined.-.522,522,AY324791.1.1197.undefined.-.522,52.59
AY324792.1.1198.undefined.-.522,522,AY324792.1.1198.undefined.-.522,52.3
AY324793.1.1199.undefined.-.522,522,AY324793.1.1199.undefined.-.522,52.49
AY324794.1.1200.undefined.-.522,522,AY324794.1.1200.undefined.-.522,52.49
AY324795.1.1201.undefined.-.522,522,AY324795.1.1201.undefined.-.522,52.3
AY324796.1.1202.undefined.-.522,522,AY324796.1.1202.undefined.-.522,52.21
AY324797.1.1203.undefined.-.522,522,AY324797.1.1203.undefined.-.522,51.92
AY324798.1.1204.undefined.-.522,522,AY324798.1.1204.undefined.-.522,52.68
AY324799.1.1205.undefined.-.522,522,AY324799.1.1205.undefined.-.522,52.49
AY324800.1.1206.undefined.-.522,522,AY324800.1.1206.undefined.-.522,52.11
AY334275.1.1207.undefined.-.474,474,AY334275.1.1207.undefined.-.474,61.81
AY334276.1.1208.undefined.-.473,473,AY334276.1.1208.undefined.-.473,59.2
AY334277.1.1209.undefined.-.465,465,AY334277.1.1209.undefined.-.465,61.51
AY342300.1.1210.undefined.6A-issa,758,AY342300.1.1210.undefined.6A-issa .758,58.31
AY342301.1.1211.undefined.5B-Marietou.758,758,AY342301.1.1211.undefined.5B-Marietou.758,58.31
AY342302.1.1212.undefined.2B-Abdou.758,758,AY342302.1.1212.undefined.2B-Abdou.758,58.31
AY342303.1.1213.undefined.PH906,758,AY342303.1.1213.undefined.PH906 .758,57.26
AY342304.1.1214.undefined.PH907.758,758,AY342304.1.1214.undefined.PH907.758,57.26
AY342305.1.1215.undefined.PH908,758,AY342305.1.1215.undefined.PH908 .758,57.92
AY342306.1.1216.undefined.PH979.758,758,AY342306.1.1216.undefined.PH979.758,58.31
AY342307.1.1217.undefined.PH906.522,522,AY342307.1.1217.undefined.PH906.522,51.92
AY342308.1.1218.undefined.PH907.522,522,AY342308.1.1218.undefined.PH907.522,51.92
AY342309.1.1219.undefined.PH908.522,522,AY342309.1.1219.undefined.PH908.522,51.72
AY342310.1.1220.undefined.PH979.522,522,AY342310.1.1220.undefined.PH979.522,51.72
AY342311.1.1221.undefined.5B-Marieto.758,522,AY342311.1.1221.undefined.5B-Marieto.758,51.72
AY342312.1.1222.undefined.6A-Issa.522,522,AY342312.1.1222.undefined.6A-Issa.522,51.72
AY342313.1.1223.undefined.2B-Abdou.522,522,AY342313.1.1223.undefined.2B-Abdou.522,51.72
AY347748.1.1224.undefined.ARGF1.570,570,AY347748.1.1224.undefined.ARGF1.570,54.56
AY347749.1.1225.undefined.ARGF2.570,570,AY347749.1.1225.undefined.ARGF2.570,54.56
AY347750.1.1226.undefined.ARGF3.570,570,AY347750.1.1226.undefined.ARGF3.570,54.56
AY347751.1.1227.undefined.ARGF4.570,570,AY347751.1.1227.undefined.ARGF4.570,54.56
AY349143.1.1228.undefined.ARGF1.496,496,AY349143.1.1228.undefined.ARGF1.496,59.27
AY349144.1.1229.undefined.ARGF2.496,496,AY349144.1.1229.undefined.ARGF2.496,59.27
